row,microchaete,click_number,x,y,frame,division_number
3,1,1,2731.000,1519.000,64,3
3,2,2,2249.767,1464.580,60,3
3,3,3,2063.247,1473.605,14,3
3,1,4,2695.000,1513.000,74,4
3,2,5,2255.783,1506.697,75,4
3,3,6,2054.222,1488.647,44,4
5,1,7,2436.000,1756.000,24,3
5,2,8,1954.946,1885.753,28,3
5,3,9,1711.267,1963.971,19,3
5,4,10,1509.706,2018.121,29,3
5,1,11,2442.000,1802.000,64,4
5,2,12,1942.912,1876.728,47,4
5,3,13,1696.225,1966.979,50,4
5,4,14,1524.748,2039.180,46,4
5,5,15,1284.077,2093.331,73,4
