row,microchaete,click_number,x,y,frame,division_number
3,1,1,2308.000,606.000,64,3
3,2,2,2133.500,629.500,56,3
3,3,3,1941.500,537.500,47,3
3,1,4,2294.000,602.000,90,4
3,2,5,2135.500,637.500,74,4
3,3,6,1945.500,559.500,76,4
5,1,7,1850,932.000,51,3
5,1,8,1842,966.000,69,4
